"No.","Time","Source","Destination","Length","Signal strength (dBm)","Frame Number","Frequency","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Rx Modulation and Coding Scheme (One bit per modulation)","Antenna Selection (ASEL) Capabilities (VS)","Transmit Beam Forming (TxBF) Capabilities (VS)"
"3694","2017-07-02 16:27:38.769722229","HuaweiTe_fd:87:ce","Broadcast","295","-89","3694","2412","514","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3695","2017-07-02 16:27:38.771973229","HuaweiTe_fd:87:ce","Broadcast","279","-87","3695","2412","515","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3730","2017-07-02 16:27:43.128367431","HuaweiTe_fd:87:ce","Broadcast","295","-81","3730","2417","524","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3731","2017-07-02 16:27:43.130615587","HuaweiTe_fd:87:ce","Broadcast","279","-80","3731","2417","525","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3901","2017-07-02 16:27:50.462467668","HuaweiTe_fd:87:ce","Broadcast","295","-86","3901","2447","564","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3902","2017-07-02 16:27:50.464629529","HuaweiTe_fd:87:ce","Broadcast","279","-85","3902","2447","565","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3903","2017-07-02 16:27:50.526506785","HuaweiTe_fd:87:ce","Broadcast","279","-87","3903","2447","567","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3937","2017-07-02 16:27:55.867137032","HuaweiTe_fd:87:ce","Broadcast","295","-88","3937","2462","577","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3940","2017-07-02 16:27:55.874436202","HuaweiTe_fd:87:ce","Broadcast","279","-87","3940","2462","578","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3945","2017-07-02 16:27:56.113419815","HuaweiTe_fd:87:ce","Broadcast","295","-82","3945","2437","585","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3946","2017-07-02 16:27:56.115675488","HuaweiTe_fd:87:ce","Broadcast","279","-83","3946","2437","586","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3947","2017-07-02 16:27:56.175378340","HuaweiTe_fd:87:ce","Broadcast","295","-85","3947","2437","587","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3948","2017-07-02 16:27:56.177618978","HuaweiTe_fd:87:ce","Broadcast","279","-86","3948","2437","588","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3956","2017-07-02 16:27:56.546926611","HuaweiTe_fd:87:ce","Broadcast","295","-88","3956","2467","599","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3957","2017-07-02 16:27:56.549083064","HuaweiTe_fd:87:ce","Broadcast","279","-90","3957","2467","600","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3971","2017-07-02 16:27:58.757138614","HuaweiTe_fd:87:ce","Broadcast","279","-80","3971","2427","609","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3972","2017-07-02 16:27:58.816580215","HuaweiTe_fd:87:ce","Broadcast","295","-80","3972","2427","610","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3973","2017-07-02 16:27:58.818934626","HuaweiTe_fd:87:ce","Broadcast","279","-80","3973","2427","611","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3974","2017-07-02 16:27:58.878477804","HuaweiTe_fd:87:ce","Broadcast","295","-83","3974","2427","612","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3976","2017-07-02 16:27:59.125412271","HuaweiTe_fd:87:ce","Broadcast","295","-89","3976","2457","620","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3977","2017-07-02 16:27:59.127562414","HuaweiTe_fd:87:ce","Broadcast","279","-89","3977","2457","621","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"3994","2017-07-02 16:28:01.976233764","SamsungE_ce:74:61","Broadcast","122","-87","3994","2422","421","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"3995","2017-07-02 16:28:01.979283172","SamsungE_ce:74:61","Broadcast","122","-84","3995","2422","422","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"3996","2017-07-02 16:28:01.995986048","SamsungE_ce:74:61","Broadcast","122","-87","3996","2422","423","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"3997","2017-07-02 16:28:01.999222544","SamsungE_ce:74:61","Broadcast","122","-86","3997","2422","424","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"3998","2017-07-02 16:28:02.096191023","SamsungE_ce:74:61","Broadcast","122","-85","3998","2452","433","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"3999","2017-07-02 16:28:02.099155329","SamsungE_ce:74:61","Broadcast","122","-84","3999","2452","434","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"4000","2017-07-02 16:28:02.115725205","SamsungE_ce:74:61","Broadcast","122","-84","4000","2452","435","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"4001","2017-07-02 16:28:02.119129103","SamsungE_ce:74:61","Broadcast","122","-83","4001","2452","436","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"4053","2017-07-02 16:28:09.609500843","HuaweiTe_fd:87:ce","Broadcast","295","-86","4053","2427","636","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4054","2017-07-02 16:28:09.671381337","HuaweiTe_fd:87:ce","Broadcast","295","-90","4054","2427","638","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4055","2017-07-02 16:28:09.673609032","HuaweiTe_fd:87:ce","Broadcast","279","-93","4055","2427","639","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4056","2017-07-02 16:28:09.733135278","HuaweiTe_fd:87:ce","Broadcast","295","-88","4056","2427","640","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4058","2017-07-02 16:28:10.289891931","HuaweiTe_fd:87:ce","AdbBroad_94:c2:53","295","-91","4058","2462","658","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4090","2017-07-02 16:28:13.896401693","HuaweiTe_fd:87:ce","Broadcast","279","-83","4090","2462","688","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4109","2017-07-02 16:28:14.568926976","HuaweiTe_fd:87:ce","Broadcast","295","-90","4109","2467","709","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4110","2017-07-02 16:28:14.571189237","HuaweiTe_fd:87:ce","Broadcast","279","-92","4110","2467","710","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4127","2017-07-02 16:28:15.634315513","SamsungE_61:18:75","Broadcast","98","-89","4127","2417","2425","Telecom-43303501","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","",""
"4128","2017-07-02 16:28:15.866163327","SamsungE_61:18:75","Broadcast","98","-90","4128","2447","2436","Telecom-43303501","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","",""
"4141","2017-07-02 16:28:18.051683641","HuaweiTe_fd:87:ce","Broadcast","295","-86","4141","2467","737","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4142","2017-07-02 16:28:18.053957916","HuaweiTe_fd:87:ce","Broadcast","279","-88","4142","2467","738","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4210","2017-07-02 16:28:21.876864193","HuaweiTe_fd:87:ce","Broadcast","295","-87","4210","2467","743","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4218","2017-07-02 16:28:22.187764608","HuaweiTe_fd:87:ce","Broadcast","279","-87","4218","2442","754","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4220","2017-07-02 16:28:22.247309278","HuaweiTe_fd:87:ce","Broadcast","295","-87","4220","2442","755","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4221","2017-07-02 16:28:22.249585117","HuaweiTe_fd:87:ce","Broadcast","279","-86","4221","2442","756","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4223","2017-07-02 16:28:22.617629766","HuaweiTe_fd:87:ce","Broadcast","295","-84","4223","2472","767","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4224","2017-07-02 16:28:22.619877571","HuaweiTe_fd:87:ce","Broadcast","279","-84","4224","2472","768","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4225","2017-07-02 16:28:22.674236336","SamsungE_61:18:75","Broadcast","122","-93","4225","2417","2452","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","",""
"4253","2017-07-02 16:28:26.956088682","HuaweiTe_fd:87:ce","Broadcast","295","-83","4253","2422","773","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4254","2017-07-02 16:28:26.958418348","HuaweiTe_fd:87:ce","Broadcast","279","-83","4254","2422","774","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4255","2017-07-02 16:28:27.017704226","HuaweiTe_fd:87:ce","Broadcast","295","-83","4255","2422","775","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4256","2017-07-02 16:28:27.019857780","HuaweiTe_fd:87:ce","Broadcast","279","-84","4256","2422","776","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4257","2017-07-02 16:28:27.079513178","HuaweiTe_fd:87:ce","Broadcast","295","-83","4257","2422","777","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4258","2017-07-02 16:28:27.081783053","HuaweiTe_fd:87:ce","Broadcast","279","-84","4258","2422","778","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4261","2017-07-02 16:28:27.326581521","HuaweiTe_fd:87:ce","Broadcast","295","-89","4261","2452","785","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4263","2017-07-02 16:28:27.388755946","HuaweiTe_fd:87:ce","Broadcast","295","-85","4263","2452","787","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4264","2017-07-02 16:28:27.391013727","HuaweiTe_fd:87:ce","Broadcast","279","-87","4264","2452","788","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4265","2017-07-02 16:28:27.450598761","HuaweiTe_fd:87:ce","Broadcast","295","-86","4265","2452","789","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4266","2017-07-02 16:28:27.452733260","HuaweiTe_fd:87:ce","Broadcast","279","-88","4266","2452","790","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4270","2017-07-02 16:28:27.655763420","BskybLtd_69:2b:aa","Broadcast","110","-91","4270","2427","3933","","1(B),2(B),5.5(B),11(B),9,18,36,54","6,12,24,48","0x11ee","0x13","0x0c00","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","",""
"4344","2017-07-02 16:28:37.812955181","HuaweiTe_fd:87:ce","Broadcast","295","-82","4344","2422","801","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4345","2017-07-02 16:28:37.874473526","HuaweiTe_fd:87:ce","Broadcast","295","-80","4345","2422","803","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4346","2017-07-02 16:28:37.876625277","HuaweiTe_fd:87:ce","Broadcast","279","-80","4346","2422","804","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4347","2017-07-02 16:28:37.936278621","HuaweiTe_fd:87:ce","Broadcast","295","-80","4347","2422","805","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4348","2017-07-02 16:28:37.938527562","HuaweiTe_fd:87:ce","Broadcast","279","-80","4348","2422","806","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4351","2017-07-02 16:28:38.245273713","HuaweiTe_fd:87:ce","Broadcast","295","-89","4351","2452","815","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4352","2017-07-02 16:28:38.247483096","HuaweiTe_fd:87:ce","Broadcast","279","-88","4352","2452","816","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4374","2017-07-02 16:28:41.313013499","HuaweiTe_fd:87:ce","Broadcast","295","-81","4374","2422","832","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4375","2017-07-02 16:28:41.315232988","HuaweiTe_fd:87:ce","Broadcast","279","-82","4375","2422","833","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4489","2017-07-02 16:28:56.037826019","HuaweiTe_fd:87:ce","Broadcast","295","-87","4489","2422","885","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4491","2017-07-02 16:28:56.099386058","HuaweiTe_fd:87:ce","Broadcast","295","-86","4491","2422","887","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4492","2017-07-02 16:28:56.101633583","HuaweiTe_fd:87:ce","Broadcast","279","-87","4492","2422","888","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4495","2017-07-02 16:28:56.469937503","HuaweiTe_fd:87:ce","Broadcast","295","-88","4495","2452","899","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"4496","2017-07-02 16:28:56.472200217","HuaweiTe_fd:87:ce","Broadcast","279","-89","4496","2452","900","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
